latitude,longitude,datetime,temperature_c,humidity_pct,rainfall_mm,district
24.387,84.4353,2026-06-25T17:00,33.0,65,0.0,IND.5.10_1
24.387,84.4353,2026-06-25T18:00,31.7,74,0.0,IND.5.10_1
24.387,84.4353,2026-06-25T19:00,31.5,65,0.0,IND.5.10_1
24.387,84.4353,2026-06-25T20:00,30.8,64,0.0,IND.5.10_1
24.387,84.4353,2026-06-25T21:00,30.3,65,0.0,IND.5.10_1
24.387,84.4353,2026-06-25T22:00,29.8,68,0.0,IND.5.10_1
24.387,84.4353,2026-06-25T23:00,29.9,67,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T00:00,29.2,71,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T01:00,28.9,72,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T02:00,28.8,72,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T03:00,28.5,72,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T04:00,28.2,73,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T05:00,28.4,75,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T06:00,27.9,81,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T07:00,29.7,72,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T08:00,31.3,66,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T09:00,32.7,59,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T10:00,34.0,54,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T11:00,34.8,49,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T12:00,35.2,49,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T13:00,35.8,47,0.1,IND.5.10_1
24.387,84.4353,2026-06-26T14:00,36.0,46,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T15:00,35.7,46,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T16:00,32.6,66,0.2,IND.5.10_1
24.387,84.4353,2026-06-26T17:00,33.6,53,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T18:00,31.3,75,0.5,IND.5.10_1
24.387,84.4353,2026-06-26T19:00,29.5,72,0.1,IND.5.10_1
24.387,84.4353,2026-06-26T20:00,29.2,73,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T21:00,29.1,72,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T22:00,28.8,73,0.0,IND.5.10_1
24.387,84.4353,2026-06-26T23:00,29.4,73,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T00:00,29.5,67,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T01:00,29.1,69,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T02:00,29.0,70,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T03:00,28.7,72,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T04:00,28.1,74,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T05:00,29.1,71,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T06:00,30.0,70,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T07:00,31.5,64,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T08:00,32.8,59,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T09:00,34.1,54,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T10:00,35.2,49,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T11:00,36.4,43,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T12:00,37.0,41,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T13:00,37.3,41,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T14:00,37.1,42,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T15:00,37.2,40,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T16:00,36.9,40,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T17:00,33.5,61,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T18:00,32.6,65,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T19:00,32.0,66,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T20:00,31.3,63,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T21:00,30.9,62,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T22:00,30.2,66,0.0,IND.5.10_1
24.437,84.4353,2026-06-25T23:00,30.3,66,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T00:00,29.6,69,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T01:00,29.3,70,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T02:00,29.1,71,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T03:00,28.7,72,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T04:00,28.5,72,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T05:00,27.4,84,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T06:00,27.1,88,0.1,IND.5.10_1
24.437,84.4353,2026-06-26T07:00,29.2,77,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T08:00,31.4,65,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T09:00,33.0,58,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T10:00,34.4,53,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T11:00,34.3,51,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T12:00,35.1,50,0.2,IND.5.10_1
24.437,84.4353,2026-06-26T13:00,35.8,47,0.1,IND.5.10_1
24.437,84.4353,2026-06-26T14:00,36.0,45,0.1,IND.5.10_1
24.437,84.4353,2026-06-26T15:00,36.2,43,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T16:00,33.9,57,0.2,IND.5.10_1
24.437,84.4353,2026-06-26T17:00,33.6,53,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T18:00,31.7,68,0.1,IND.5.10_1
24.437,84.4353,2026-06-26T19:00,30.9,64,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T20:00,30.0,67,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T21:00,29.7,69,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T22:00,29.2,71,0.0,IND.5.10_1
24.437,84.4353,2026-06-26T23:00,29.8,71,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T00:00,29.5,67,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T01:00,29.1,69,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T02:00,29.0,70,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T03:00,28.4,73,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T04:00,27.7,75,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T05:00,28.8,72,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T06:00,29.9,70,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T07:00,31.4,64,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T08:00,32.8,59,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T09:00,34.2,53,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T10:00,35.5,47,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T11:00,36.9,41,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T12:00,37.4,40,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T13:00,37.7,40,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T14:00,37.7,39,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T15:00,37.3,40,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T16:00,37.0,40,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T17:00,34.5,52,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T18:00,33.1,61,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T19:00,32.0,65,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T20:00,31.4,64,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T21:00,31.0,62,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T22:00,29.9,67,0.0,IND.5.10_1
24.487,84.4353,2026-06-25T23:00,30.0,67,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T00:00,29.3,71,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T01:00,29.0,72,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T02:00,28.8,73,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T03:00,28.5,73,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T04:00,28.2,74,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T05:00,26.6,87,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T06:00,26.7,91,0.3,IND.5.10_1
24.487,84.4353,2026-06-26T07:00,28.9,81,0.1,IND.5.10_1
24.487,84.4353,2026-06-26T08:00,31.5,65,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T09:00,33.3,57,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T10:00,34.6,52,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T11:00,34.6,50,0.1,IND.5.10_1
24.487,84.4353,2026-06-26T12:00,35.4,49,0.4,IND.5.10_1
24.487,84.4353,2026-06-26T13:00,35.7,48,0.2,IND.5.10_1
24.487,84.4353,2026-06-26T14:00,36.2,45,0.1,IND.5.10_1
24.487,84.4353,2026-06-26T15:00,35.9,45,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T16:00,34.5,50,0.1,IND.5.10_1
24.487,84.4353,2026-06-26T17:00,32.9,72,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T18:00,30.6,94,0.1,IND.5.10_1
24.487,84.4353,2026-06-26T19:00,30.6,73,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T20:00,30.0,68,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T21:00,29.5,70,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T22:00,29.0,74,0.0,IND.5.10_1
24.487,84.4353,2026-06-26T23:00,29.5,73,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T00:00,29.8,66,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T01:00,29.6,67,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T02:00,29.2,70,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T03:00,28.3,73,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T04:00,27.7,75,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T05:00,29.0,71,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T06:00,30.0,70,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T07:00,31.4,65,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T08:00,32.8,60,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T09:00,34.3,54,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T10:00,35.5,49,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T11:00,36.8,43,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T12:00,37.2,42,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T13:00,37.4,42,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T14:00,37.5,43,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T15:00,37.0,44,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T16:00,36.5,45,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T17:00,35.5,48,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T18:00,33.6,59,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T19:00,32.5,61,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T20:00,31.8,64,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T21:00,30.6,73,0.3,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T22:00,29.7,76,0.1,IND.5.10_1
24.537000000000003,84.4353,2026-06-25T23:00,30.2,67,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T00:00,29.6,70,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T01:00,29.5,71,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T02:00,29.3,71,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T03:00,28.8,73,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T04:00,28.6,73,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T05:00,25.5,96,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T06:00,26.6,96,0.7,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T07:00,28.6,88,0.2,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T08:00,31.4,69,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T09:00,33.0,60,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T10:00,34.4,55,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T11:00,35.5,49,0.1,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T12:00,35.8,49,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T13:00,36.0,49,0.1,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T14:00,36.5,46,0.1,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T15:00,34.6,59,0.5,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T16:00,33.7,61,1.2,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T17:00,33.3,66,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T18:00,31.8,78,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T19:00,30.9,80,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T20:00,30.4,69,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T21:00,29.6,70,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T22:00,29.0,74,0.0,IND.5.10_1
24.537000000000003,84.4353,2026-06-26T23:00,29.8,72,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T00:00,29.3,67,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T01:00,29.0,69,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T02:00,28.7,70,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T03:00,28.4,72,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T04:00,28.1,79,0.2,IND.5.10_1
24.337,84.4853,2026-06-25T05:00,28.9,73,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T06:00,29.8,72,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T07:00,31.4,66,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T08:00,32.8,59,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T09:00,34.1,54,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T10:00,35.1,49,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T11:00,36.2,44,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T12:00,36.8,42,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T13:00,37.0,42,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T14:00,37.1,40,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T15:00,37.1,39,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T16:00,36.8,40,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T17:00,32.8,68,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T18:00,31.7,76,0.1,IND.5.10_1
24.337,84.4853,2026-06-25T19:00,31.5,64,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T20:00,30.9,63,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T21:00,30.5,65,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T22:00,29.9,69,0.0,IND.5.10_1
24.337,84.4853,2026-06-25T23:00,30.1,67,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T00:00,29.3,71,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T01:00,29.1,72,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T02:00,28.9,72,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T03:00,28.6,72,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T04:00,28.4,72,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T05:00,28.3,75,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T06:00,28.1,80,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T07:00,29.8,72,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T08:00,31.3,65,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T09:00,32.8,58,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T10:00,34.2,53,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T11:00,34.6,50,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T12:00,35.4,48,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T13:00,35.8,47,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T14:00,36.0,45,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T15:00,35.9,45,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T16:00,33.8,56,0.3,IND.5.10_1
24.337,84.4853,2026-06-26T17:00,34.8,48,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T18:00,32.1,66,0.2,IND.5.10_1
24.337,84.4853,2026-06-26T19:00,30.2,71,0.3,IND.5.10_1
24.337,84.4853,2026-06-26T20:00,29.5,71,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T21:00,29.3,73,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T22:00,29.0,73,0.0,IND.5.10_1
24.337,84.4853,2026-06-26T23:00,29.7,70,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T00:00,29.3,67,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T01:00,29.0,69,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T02:00,28.7,70,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T03:00,28.4,72,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T04:00,28.1,79,0.2,IND.5.10_1
24.387,84.4853,2026-06-25T05:00,28.9,73,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T06:00,29.8,72,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T07:00,31.4,66,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T08:00,32.8,59,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T09:00,34.1,54,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T10:00,35.1,49,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T11:00,36.2,44,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T12:00,36.8,42,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T13:00,37.0,42,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T14:00,37.1,40,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T15:00,37.1,39,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T16:00,36.8,40,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T17:00,32.8,68,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T18:00,31.7,76,0.1,IND.5.10_1
24.387,84.4853,2026-06-25T19:00,31.5,64,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T20:00,30.9,63,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T21:00,30.5,65,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T22:00,29.9,69,0.0,IND.5.10_1
24.387,84.4853,2026-06-25T23:00,30.1,67,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T00:00,29.3,71,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T01:00,29.1,72,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T02:00,28.9,72,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T03:00,28.6,72,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T04:00,28.4,72,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T05:00,28.3,75,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T06:00,28.1,80,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T07:00,29.8,72,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T08:00,31.3,65,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T09:00,32.8,58,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T10:00,34.2,53,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T11:00,34.6,50,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T12:00,35.4,48,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T13:00,35.8,47,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T14:00,36.0,45,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T15:00,35.9,45,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T16:00,33.8,56,0.3,IND.5.10_1
24.387,84.4853,2026-06-26T17:00,34.8,48,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T18:00,32.1,66,0.2,IND.5.10_1
24.387,84.4853,2026-06-26T19:00,30.2,71,0.3,IND.5.10_1
24.387,84.4853,2026-06-26T20:00,29.5,71,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T21:00,29.3,73,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T22:00,29.0,73,0.0,IND.5.10_1
24.387,84.4853,2026-06-26T23:00,29.7,70,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T00:00,29.4,67,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T01:00,29.0,69,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T02:00,28.8,70,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T03:00,28.6,71,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T04:00,28.1,76,0.1,IND.5.10_1
24.437,84.4853,2026-06-25T05:00,28.9,72,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T06:00,29.8,72,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T07:00,31.4,66,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T08:00,32.8,60,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T09:00,34.1,54,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T10:00,35.2,49,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T11:00,36.4,44,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T12:00,37.0,43,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T13:00,37.3,42,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T14:00,37.2,42,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T15:00,36.9,43,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T16:00,36.5,44,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T17:00,33.5,60,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T18:00,32.4,66,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T19:00,31.7,66,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T20:00,31.2,63,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T21:00,30.8,63,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T22:00,29.8,71,0.0,IND.5.10_1
24.437,84.4853,2026-06-25T23:00,30.1,67,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T00:00,29.3,71,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T01:00,29.1,72,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T02:00,28.9,72,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T03:00,28.6,72,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T04:00,28.4,73,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T05:00,27.1,85,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T06:00,27.0,90,0.4,IND.5.10_1
24.437,84.4853,2026-06-26T07:00,29.0,80,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T08:00,31.2,67,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T09:00,32.9,59,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T10:00,34.2,54,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T11:00,34.1,52,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T12:00,35.1,50,0.1,IND.5.10_1
24.437,84.4853,2026-06-26T13:00,35.6,47,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T14:00,35.9,44,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T15:00,35.5,45,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T16:00,35.0,47,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T17:00,34.4,51,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T18:00,32.2,62,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T19:00,31.0,67,0.1,IND.5.10_1
24.437,84.4853,2026-06-26T20:00,30.0,68,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T21:00,29.6,70,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T22:00,29.3,71,0.0,IND.5.10_1
24.437,84.4853,2026-06-26T23:00,29.9,69,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T00:00,29.3,67,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T01:00,28.9,69,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T02:00,28.7,71,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T03:00,28.3,74,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T04:00,27.7,76,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T05:00,28.6,73,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T06:00,29.6,72,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T07:00,31.3,65,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T08:00,32.8,59,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T09:00,34.2,53,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T10:00,35.4,48,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T11:00,36.8,41,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T12:00,37.4,40,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T13:00,37.9,40,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T14:00,37.8,39,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T15:00,36.9,42,0.1,IND.5.10_1
24.487,84.4853,2026-06-25T16:00,36.5,42,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T17:00,33.8,61,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T18:00,32.5,63,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T19:00,31.5,66,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T20:00,31.0,65,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T21:00,30.2,68,0.0,IND.5.10_1
24.487,84.4853,2026-06-25T22:00,29.2,75,0.1,IND.5.10_1
24.487,84.4853,2026-06-25T23:00,29.4,72,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T00:00,28.8,74,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T01:00,28.6,74,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T02:00,28.5,74,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T03:00,28.1,75,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T04:00,27.9,76,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T05:00,25.8,96,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T06:00,26.3,96,0.2,IND.5.10_1
24.487,84.4853,2026-06-26T07:00,28.3,86,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T08:00,31.1,67,0.0,IND.5.10_1
24.487,84.4853,2026-06-26T09:00,32.9,58,0.0,IND.5.10_1
